scope,direction,transport,source_id,destination_id,route_class,estimate,ci_low,ci_high
comforting,induction,rms,layer_11.head_14,layer_11.head_14,identity,0.0021781789828391037,0.0009522331062253302,0.003590419613473315
comforting,induction,rms,layer_11.head_14,layer_11.head_15,within_layer,0.002176456274444389,0.0007745084462027265,0.004136123733632377
comforting,induction,rms,layer_11.head_14,layer_12.head_02,earlier_to_later,-0.0012064743347564842,-0.002211784824332685,-0.00039826272575055056
comforting,induction,rms,layer_11.head_14,layer_12.head_03,earlier_to_later,0.0029641773549012583,0.0009343360064933814,0.006297184544647251
comforting,induction,rms,layer_11.head_14,layer_12.head_12,earlier_to_later,-0.0003254821061641941,-0.0014893710179885355,0.0005845338547396235
comforting,induction,rms,layer_11.head_15,layer_09.head_04,later_to_earlier,-0.00022612658842881218,-0.0033258089575271747,0.0030300322749723897
comforting,induction,rms,layer_11.head_15,layer_09.head_11,later_to_earlier,0.014760114858023126,0.007111354038727118,0.024731694836930797
comforting,induction,rms,layer_11.head_15,layer_09.head_13,later_to_earlier,0.0021676189492724814,0.0010458351070944329,0.0037375180599767744
comforting,induction,rms,layer_11.head_15,layer_10.head_02,later_to_earlier,0.0019279513661822707,0.0010071145430046336,0.0031448924029904915
comforting,induction,rms,layer_11.head_15,layer_10.head_12,later_to_earlier,-0.005854692036630468,-0.01306941000932796,-0.0009435431984879198
comforting,induction,rms,layer_11.head_15,layer_11.head_08,within_layer,0.012852502428942182,0.006794774161161733,0.020881882829584874
comforting,induction,rms,layer_11.head_15,layer_11.head_09,within_layer,0.010076568967083997,0.005079621481065015,0.016679832652844662
comforting,induction,rms,layer_11.head_15,layer_11.head_14,within_layer,0.0034759779741379607,0.0018897409860945394,0.0054061980501221955
comforting,induction,rms,layer_11.head_15,layer_11.head_15,identity,0.0014322040246825924,0.00031747177789815734,0.003058969144240884
comforting,induction,rms,layer_11.head_15,layer_12.head_02,earlier_to_later,-0.0011700567859711513,-0.0019410622453918547,-0.0004985084122240168
comforting,induction,rms,layer_11.head_15,layer_12.head_03,earlier_to_later,0.0030356739756064225,0.0013403732391424298,0.005498359986714338
comforting,induction,rms,layer_11.head_15,layer_12.head_12,earlier_to_later,-0.00024717909837010724,-0.0013733471224598788,0.0006504286156090954
comforting,induction,rms,layer_12.head_02,layer_09.head_04,later_to_earlier,0.001418430802173867,-0.0051093597421617955,0.006565493165882543
comforting,induction,rms,layer_12.head_02,layer_09.head_11,later_to_earlier,0.0008277107157665375,-0.0017771392697237811,0.004069532675926673
comforting,induction,rms,layer_12.head_02,layer_09.head_13,later_to_earlier,-0.0002534830288439046,-0.0011797226732811112,0.0004889334274152803
comforting,induction,rms,layer_12.head_02,layer_10.head_02,later_to_earlier,0.0004178243429103079,-0.0007544769861060997,0.0018332249911979677
comforting,induction,rms,layer_12.head_02,layer_10.head_12,later_to_earlier,0.01121461208872003,0.006313319370929045,0.01721077224264859
comforting,induction,rms,layer_12.head_02,layer_11.head_08,later_to_earlier,0.005695700407701574,0.0031220540825600373,0.008376033767321281
comforting,induction,rms,layer_12.head_02,layer_11.head_09,later_to_earlier,0.008542539364835365,0.005129221863752235,0.012299032209809282
comforting,induction,rms,layer_12.head_02,layer_11.head_14,later_to_earlier,0.0010655415877006183,0.00018489502220650966,0.0019120312280330746
