concept,direction,estimand,source_id,destination_id,source_role,destination_role,route_class,estimate,ci_low,ci_high,sign_flip_p,bh_q
deception,rescue,same_condition_mismatch,layer_11.head_09,layer_10.head_02,selected,selected,later_to_earlier,-0.006495927684276803,-0.014336900914651717,-0.0006045866014174739,nan,nan
deception,induction,delta,layer_11.head_09,layer_10.head_02,selected,selected,later_to_earlier,-0.028203944348380774,-0.03848495126618511,-0.018888513796588922,0.00019998000199980003,0.00048808678454188484
deception,induction,delta_rms,layer_11.head_09,layer_10.head_02,selected,selected,later_to_earlier,-0.010897915566286798,-0.01466548150388826,-0.007366984734259152,0.00039996000399960006,0.0009289393641281034
deception,rescue,delta,layer_11.head_09,layer_10.head_02,selected,selected,later_to_earlier,-0.0015715282011430052,-0.0035128905338594816,0.00026259961077300246,0.14288571142885712,0.2165846573237413
deception,rescue,delta_rms,layer_11.head_09,layer_10.head_02,selected,selected,later_to_earlier,-0.0004768794641753598,-0.0011907763253183829,0.00021393390765565094,0.21947805219478053,0.30985136780439604
deception,induction,absolute,layer_11.head_14,layer_10.head_02,selected,selected,later_to_earlier,0.0678190719070517,0.04525137079355951,0.09366521967028557,nan,nan
deception,induction,conditional,layer_11.head_14,layer_10.head_02,selected,selected,later_to_earlier,-0.01622190849729925,-0.02157900348131659,-0.011200265832052613,9.999000099990002e-05,0.00048808678454188484
deception,induction,same_condition_mismatch,layer_11.head_14,layer_10.head_02,selected,selected,later_to_earlier,0.08404098040435096,0.058472357238448285,0.11317790621478106,nan,nan
deception,rescue,absolute,layer_11.head_14,layer_10.head_02,selected,selected,later_to_earlier,-0.013200739247961618,-0.02231406852134146,-0.005894604107115218,nan,nan
deception,rescue,conditional,layer_11.head_14,layer_10.head_02,selected,selected,later_to_earlier,-0.0025549891443493026,-0.0038950066123194884,-0.0013396035923865578,9.999000099990002e-05,0.0007479771503369144
deception,rescue,same_condition_mismatch,layer_11.head_14,layer_10.head_02,selected,selected,later_to_earlier,-0.010645750103612316,-0.018919816801152897,-0.0040565318074195665,nan,nan
deception,induction,delta,layer_11.head_14,layer_10.head_02,selected,selected,later_to_earlier,-0.010384669851071246,-0.015045571174692504,-0.006527374576030661,9.999000099990002e-05,0.00028232470870560004
deception,induction,delta_rms,layer_11.head_14,layer_10.head_02,selected,selected,later_to_earlier,-0.011218251298609365,-0.015265568737779445,-0.007484049442626648,9.999000099990002e-05,0.00026179200261792004
deception,rescue,delta,layer_11.head_14,layer_10.head_02,selected,selected,later_to_earlier,-0.002385662782776182,-0.0035685172603434553,-0.0013001764047015064,9.999000099990002e-05,0.00030635234348905537
deception,rescue,delta_rms,layer_11.head_14,layer_10.head_02,selected,selected,later_to_earlier,-0.0030387173549004574,-0.004573257231520878,-0.001659320227736861,9.999000099990002e-05,0.00034282286057108575
deception,induction,absolute,layer_11.head_15,layer_10.head_02,selected,selected,later_to_earlier,0.031612321218434276,0.010144949927912417,0.05405952872065626,nan,nan
deception,induction,conditional,layer_11.head_15,layer_10.head_02,selected,selected,later_to_earlier,-0.03443114262822681,-0.044411435716885876,-0.02510487844299225,9.999000099990002e-05,0.00048808678454188484
deception,induction,same_condition_mismatch,layer_11.head_15,layer_10.head_02,selected,selected,later_to_earlier,0.06604346384666109,0.04267511955604484,0.09204484289733181,nan,nan
deception,rescue,absolute,layer_11.head_15,layer_10.head_02,selected,selected,later_to_earlier,-0.010335599293868486,-0.017691398147164115,-0.004350401845134024,nan,nan
deception,rescue,conditional,layer_11.head_15,layer_10.head_02,selected,selected,later_to_earlier,-0.005874937351899872,-0.00903542363796467,-0.0030410381255760563,9.999000099990002e-05,0.0007479771503369144
deception,rescue,same_condition_mismatch,layer_11.head_15,layer_10.head_02,selected,selected,later_to_earlier,-0.004460661941968614,-0.009498084882031818,-0.0005123302542477041,nan,nan
deception,induction,delta,layer_11.head_15,layer_10.head_02,selected,selected,later_to_earlier,-0.024585772328820896,-0.03370114728578499,-0.016608186940345056,9.999000099990002e-05,0.00028232470870560004
deception,induction,delta_rms,layer_11.head_15,layer_10.head_02,selected,selected,later_to_earlier,-0.013079859191725262,-0.017681193204491075,-0.009032513684014443,9.999000099990002e-05,0.00026179200261792004
deception,rescue,delta,layer_11.head_15,layer_10.head_02,selected,selected,later_to_earlier,-0.006338767752534789,-0.009882272278399913,-0.0032380272334851514,9.999000099990002e-05,0.00030635234348905537
deception,rescue,delta_rms,layer_11.head_15,layer_10.head_02,selected,selected,later_to_earlier,-0.0036189268566910377,-0.005628762678187663,-0.001848650428411967,9.999000099990002e-05,0.00034282286057108575
deception,induction,absolute,layer_12.head_02,layer_10.head_02,selected,selected,later_to_earlier,0.07376573033138563,0.04759936311048435,0.10242862302664105,nan,nan
