split_role,concept,mapping_id,mapping_class,direction,estimate,ci_low,ci_high
development,HTML,within_15026,within_layer,induction,0.10788089232381927,0.08334877471348084,0.13215544440760155
development,HTML,within_15026,within_layer,rescue,0.37243756895337143,0.344083863851427,0.3995236720650531
development,HTML,within_15027,within_layer,induction,0.07245196533628397,0.05526552877521932,0.08906077156271329
development,HTML,within_15027,within_layer,rescue,0.21558821766176525,0.19014090415046814,0.24042809027180936
development,HTML,within_15028,within_layer,induction,0.01781123865306412,0.010296509085192782,0.024910996583645557
development,HTML,within_15028,within_layer,rescue,0.03225753106959398,0.024377096903905483,0.040221951493523214
development,HTML,within_15029,within_layer,induction,0.12546144750653507,0.09513718604808964,0.15492617139100678
development,HTML,within_15029,within_layer,rescue,0.3910694658851195,0.3636862132344272,0.4179265414027453
development,HTML,within_15030,within_layer,induction,0.10763200585676161,0.08040028518970918,0.134392811691634
development,HTML,within_15030,within_layer,rescue,0.3201906805671837,0.29144165843611997,0.34755828225655794
development,HTML,within_15031,within_layer,induction,0.01296666342154731,0.0058903756264464075,0.0193198521301879
development,HTML,within_15031,within_layer,rescue,0.03327187938944379,0.025131778931036273,0.041176824929698194
development,HTML,within_15032,within_layer,induction,0.0016696456846335538,-0.00719964358500098,0.008223878755582115
development,HTML,within_15032,within_layer,rescue,-0.030257486571710474,-0.04469561518699113,-0.01709753229118308
development,HTML,cross_15101,cross_layer,induction,0.015654024289321,0.010052726030292568,0.021142719977899443
development,HTML,cross_15101,cross_layer,rescue,0.23836197843142906,0.22129889785186355,0.25565248007747765
development,HTML,cross_15102,cross_layer,induction,0.03532912600821799,0.02288339043324795,0.05082333857515043
development,HTML,cross_15102,cross_layer,rescue,0.23752502219068644,0.2253519566331406,0.25026904056679916
development,HTML,cross_15103,cross_layer,induction,0.015960879097830758,0.007789103329030928,0.027569773691827584
development,HTML,cross_15103,cross_layer,rescue,0.12518636080345774,0.11403283801975794,0.13784412733920767
development,HTML,cross_15104,cross_layer,induction,0.024731310074255473,0.016699559544433144,0.034603227207273476
development,HTML,cross_15104,cross_layer,rescue,0.14926649758242164,0.1340136218290352,0.16568513209662594
development,HTML,cross_15105,cross_layer,induction,0.04587990501407088,0.03247665469845664,0.05965695456690077
development,HTML,cross_15105,cross_layer,rescue,0.29823908647903447,0.2834175251475268,0.3136150716054015
development,HTML,cross_15106,cross_layer,induction,0.04988679985129492,0.03317379968351984,0.06971545134605545
development,HTML,cross_15106,cross_layer,rescue,0.20074908246101889,0.18658110555332924,0.21934952012014458
development,HTML,cross_15107,cross_layer,induction,0.0145707566835643,0.00948690609561396,0.019906877831376273
development,HTML,cross_15107,cross_layer,rescue,0.08624149705699716,0.08014166458290363,0.09312859640247334
development,HTML,cross_15108,cross_layer,induction,0.029072733803794663,0.01948537133549117,0.03944155221935356
development,HTML,cross_15108,cross_layer,rescue,0.20405769796475187,0.19379660091780593,0.2143744473546702
development,HTML,cross_15109,cross_layer,induction,0.0139612477580931,0.007908233259677825,0.019871496799874464
development,HTML,cross_15109,cross_layer,rescue,0.10950145331833305,0.10132030621136415,0.1195741972267023
development,HTML,cross_15110,cross_layer,induction,0.02676207701186409,0.01676069130591758,0.03984572467071926
development,HTML,cross_15110,cross_layer,rescue,0.19685127038865777,0.18187789180801395,0.21506821862299424
development,HTML,cross_15111,cross_layer,induction,0.057970036151683314,0.04013144776138113,0.07829022135177889
development,HTML,cross_15111,cross_layer,rescue,0.17379469310260615,0.16152839113668865,0.18842668315272262
development,HTML,cross_15112,cross_layer,induction,0.01132083968440661,0.006911826228956294,0.01622037503074117
development,HTML,cross_15112,cross_layer,rescue,0.10863540172976335,0.09591594658118595,0.12222956691750142
development,HTML,cross_15113,cross_layer,induction,0.024427862693654004,0.013874850236089375,0.039694539769134334
development,HTML,cross_15113,cross_layer,rescue,0.09136641586559972,0.07287001957844348,0.11368318607594938
development,HTML,cross_15114,cross_layer,induction,0.06714764574878875,0.04718975351920514,0.08918526578760719
