scope,split_role,mapping_id,mapping_class,size,direction,additive_pair_prediction,estimate,ci_low,ci_high
chemistry-based,validation,within_15004,within_layer,2,rescue,nan,-0.016999060698458572,-0.020787657938696146,-0.013291305953842992
chemistry-based,validation,within_15004,within_layer,4,induction,nan,-0.009657018104567207,-0.02275767732617217,-0.0008486988889951773
chemistry-based,validation,within_15004,within_layer,4,rescue,nan,-0.012050145537554059,-0.016433408072987515,-0.007452434321191247
chemistry-based,validation,within_15004,within_layer,8,induction,nan,0.1504726259700005,0.12964935533486133,0.174437580726344
chemistry-based,validation,within_15004,within_layer,8,rescue,nan,0.35270177756244275,0.3327945689140485,0.3743518080092845
chemistry-based,validation,within_15004,within_layer,12,induction,nan,0.16428287823570964,0.14400214558658145,0.18931039161796603
chemistry-based,validation,within_15004,within_layer,12,rescue,nan,0.39596820110047576,0.37176877983657924,0.42079556521200995
chemistry-based,validation,cross_15130,cross_layer,1,induction,nan,0.0002882135779481079,-0.002069345105717417,0.0024110229697297133
chemistry-based,validation,cross_15130,cross_layer,1,rescue,nan,-0.00020765437911217323,-0.004347671984956472,0.004130020687646494
chemistry-based,validation,cross_15130,cross_layer,2,induction,nan,0.010749075999392864,0.005962003763730759,0.017630044057858323
chemistry-based,validation,cross_15130,cross_layer,2,rescue,nan,0.009966261526208779,0.003758650380183554,0.016727406628958295
chemistry-based,validation,cross_15130,cross_layer,4,induction,nan,0.034659217598456485,0.027505310935443738,0.04400629198598009
chemistry-based,validation,cross_15130,cross_layer,4,rescue,nan,0.04702971272803644,0.0382626646183377,0.057185265734033805
chemistry-based,validation,cross_15130,cross_layer,8,induction,nan,0.059845001525033636,0.04803950738109132,0.07512762520556109
chemistry-based,validation,cross_15130,cross_layer,8,rescue,nan,0.07762988297350748,0.06746438775976597,0.08849432587219914
chemistry-based,validation,cross_15130,cross_layer,12,induction,nan,0.07252657935954851,0.05963878592439154,0.08912683729017538
chemistry-based,validation,cross_15130,cross_layer,12,rescue,nan,0.1242626036679788,0.11253533926496362,0.139085794294519
chemistry-based,validation,cross_15122,cross_layer,1,induction,nan,-0.007550487653407802,-0.014825943703130824,-0.0022849746814010688
chemistry-based,validation,cross_15122,cross_layer,1,rescue,nan,0.0007220631574168421,-0.00192430739243602,0.003346190229442172
chemistry-based,validation,cross_15122,cross_layer,2,induction,nan,-0.0065215319743749025,-0.016730858450626857,0.0010566778317994889
