concept,label,probe_role,source_condition,token_control,mapping_id,normalized_effect,ci_low,ci_high,source_destination_rms_ratio,delta_destination_natural_rms_ratio,patched_destination_rms_ratio
deception,0,target,irrelevant_concept,aligned,within_15015,-0.03346702077927298,-0.05207753804844325,-0.014525781513355316,1.6392250955104828,1.8304873406887054,1.69604080170393
deception,0,other_safety,irrelevant_concept,aligned,within_15015,0.06363001732166544,0.045276906304312615,0.08445127295434574,1.6392250955104828,1.8304873406887054,1.69604080170393
deception,0,target,irrelevant_concept,reverse_valid_response_tokens,cross_15122,0.057653085508731834,0.03785385396858754,0.08079106979941834,1.6118454784154892,2.189567357301712,1.7127522975206375
deception,0,other_safety,irrelevant_concept,reverse_valid_response_tokens,cross_15122,-0.01797367628864616,-0.029904772403896933,-0.006730923923428823,1.6118454784154892,2.189567357301712,1.7127522975206375
deception,0,target,irrelevant_concept,reverse_valid_response_tokens,cross_15130,0.04644153601920137,0.030193941095721943,0.06574229419072894,1.7465477734804153,2.356986552476883,1.86460829526186
deception,0,other_safety,irrelevant_concept,reverse_valid_response_tokens,cross_15130,-0.03929157007407176,-0.050080753392747986,-0.028341155160481996,1.7465477734804153,2.356986552476883,1.86460829526186
deception,0,target,irrelevant_concept,reverse_valid_response_tokens,day14_seed_211_heads,-0.015303455198485947,-0.027682678389903962,-0.0044458116358140985,1.7076129913330078,2.2470827922225,1.7845987901091576
deception,0,other_safety,irrelevant_concept,reverse_valid_response_tokens,day14_seed_211_heads,0.03845538549769944,0.024823579289247687,0.05525687864339881,1.7076129913330078,2.2470827922225,1.7845987901091576
deception,0,target,irrelevant_concept,reverse_valid_response_tokens,day14_seed_223_heads,0.0032216278066274713,-0.006959960049705357,0.012984422454955678,1.6653927564620972,2.1838032007217407,1.8354938477277756
deception,0,other_safety,irrelevant_concept,reverse_valid_response_tokens,day14_seed_223_heads,-0.007745213733465572,-0.018098321147834807,0.002361159092696146,1.6653927564620972,2.1838032007217407,1.8354938477277756
deception,0,target,irrelevant_concept,reverse_valid_response_tokens,within_15004,-0.08084400840960691,-0.10989661304231597,-0.052762983564630356,1.5841618552803993,1.7444629520177841,1.6410167440772057
deception,0,other_safety,irrelevant_concept,reverse_valid_response_tokens,within_15004,0.04975804799641422,0.03289977490700431,0.06764056732693054,1.5841618552803993,1.7444629520177841,1.6410167440772057
deception,0,target,irrelevant_concept,reverse_valid_response_tokens,within_15015,-0.0478745252136298,-0.0708450587471937,-0.02546645871744991,1.6392250955104828,1.8304873406887054,1.69604080170393
deception,0,other_safety,irrelevant_concept,reverse_valid_response_tokens,within_15015,0.04574308431245893,0.029617476205454907,0.06410584827559548,1.6392250955104828,1.8304873406887054,1.69604080170393
deception,0,target,malformed_trigger,aligned,cross_15122,0.002905689634203492,-0.0013799101353033356,0.0059221573615605575,1.187428705394268,0.7587965913116932,1.1545077040791512
deception,0,other_safety,malformed_trigger,aligned,cross_15122,-0.0017711921485876825,-0.004859298840495038,0.0011852797611986285,1.187428705394268,0.7587965913116932,1.1545077040791512
deception,0,target,malformed_trigger,aligned,cross_15130,0.015752930018521384,0.008851366580997427,0.024750324388137887,1.244526244699955,0.7256059236824512,1.1323485299944878
deception,0,other_safety,malformed_trigger,aligned,cross_15130,-0.0063646473049497505,-0.014241746752873232,0.00034505815590878065,1.244526244699955,0.7256059236824512,1.1323485299944878
deception,0,target,malformed_trigger,aligned,day14_seed_211_heads,-0.002390885186352454,-0.008452193867475137,0.0016114494212840455,1.228170707821846,0.7249414883553982,1.1325409784913063
deception,0,other_safety,malformed_trigger,aligned,day14_seed_211_heads,-0.014104545134776957,-0.0209392350007833,-0.007270298062772255,1.228170707821846,0.7249414883553982,1.1325409784913063
deception,0,target,malformed_trigger,aligned,day14_seed_223_heads,0.013067312863513737,0.008466008567867554,0.018275992831090777,1.1615489646792412,0.628196656703949,1.1156103760004044
deception,0,other_safety,malformed_trigger,aligned,day14_seed_223_heads,0.016400048507923363,0.011542254949268858,0.022562210510817308,1.1615489646792412,0.628196656703949,1.1156103760004044
deception,0,target,malformed_trigger,aligned,within_15004,-0.008507606834894951,-0.01661212285485654,0.0010700998246185832,1.1612749621272087,0.6186876278370619,1.115810751914978
deception,0,other_safety,malformed_trigger,aligned,within_15004,-0.022081887269584197,-0.029969120314908643,-0.014766836951932965,1.1612749621272087,0.6186876278370619,1.115810751914978
deception,0,target,malformed_trigger,aligned,within_15015,-0.023782869569091848,-0.0335720760365398,-0.014772608201519731,1.1804986074566841,0.658407848328352,1.1171196028590202
