split,concept,group_id,group_role,set_size,label,n_examples,patched_mean,triggered_mean,fraction,ci_low,ci_high,raw_score_change,positive_example_fraction
validation,all-caps,selected_k16,selected_prefix,16,1,64,0.8187464678194374,0.4031016182852909,0.8368916742131268,0.8070798065908135,0.8635285106111581,0.4156448495341465,1.0
validation,all-caps,selected_k16,selected_prefix,16,0,64,0.07631679133919533,0.07069830314139836,0.011312701215162578,0.0023359062326998607,0.02112229364077166,0.005618488197796978,0.578125
validation,all-caps,random_k1,random_prefix,1,1,64,0.38953550322912633,0.4031016182852909,-0.027315071399648738,-0.03296080395585972,-0.02230983308432413,-0.013566115056164563,0.046875
validation,all-caps,random_k1,random_prefix,1,0,64,0.07077340187970549,0.07069830314139836,0.00015120964184589758,-0.0006127369730518903,0.0009345725978458342,7.509873830713332e-05,0.5
validation,all-caps,random_k2,random_prefix,2,1,64,0.3888966286322102,0.4031016182852909,-0.028601431212899493,-0.034095773807397714,-0.0237535658458842,-0.014204989653080702,0.0625
validation,all-caps,random_k2,random_prefix,2,0,64,0.0705406932393089,0.07069830314139836,-0.00031734403777660764,-0.001078601013087848,0.0004937367356723898,-0.00015760990208946168,0.40625
validation,all-caps,random_k4,random_prefix,4,1,64,0.3979208280798048,0.4031016182852909,-0.01043140602770792,-0.014644605430089922,-0.00654653191194152,-0.005180790205486119,0.21875
validation,all-caps,random_k4,random_prefix,4,0,64,0.07237253087805584,0.07069830314139836,0.0033710203677869183,0.0018966140416362695,0.005207915959988192,0.0016742277366574854,0.734375
validation,all-caps,random_k8,random_prefix,8,1,64,0.4049573215888813,0.4031016182852909,0.003736417391735366,-0.0003307374250467676,0.007788565912355793,0.001855703303590417,0.53125
validation,all-caps,random_k8,random_prefix,8,0,64,0.07243375238613226,0.07069830314139836,0.0034942885147382107,0.0018217220633076766,0.005577963134227007,0.0017354492447338998,0.671875
validation,all-caps,random_k16,random_prefix,16,1,64,0.4068267842521891,0.4031016182852909,0.007500538948704286,0.00024012887692161008,0.015265869634725857,0.003725165966898203,0.546875
validation,all-caps,random_k16,random_prefix,16,0,64,0.0750378634838853,0.07069830314139836,0.008737608379950424,0.0056073369155351886,0.012725088291455354,0.004339560342486948,0.8125
validation,all-caps,all_layer11_components,full_relevant_block,17,1,64,0.7310431848745793,0.4031016182852909,0.6603030616512864,0.6132530603154855,0.702933280585465,0.3279415665892884,0.984375
validation,all-caps,all_layer11_components,full_relevant_block,17,0,64,0.06457223178585991,0.07069830314139836,-0.012334708631255298,-0.016899833494183177,-0.007800497876761463,-0.006126071355538443,0.25
validation,all-caps,control_outside_layer11_k17,full_block_control,17,1,64,0.3923814435256645,0.4031016182852909,-0.021584833813041115,-0.027427243877282417,-0.01617415211187479,-0.010720174759626389,0.140625
validation,all-caps,control_outside_layer11_k17,full_block_control,17,0,64,0.07156912167556584,0.07069830314139836,0.0017533737800722456,-0.00019550165285109778,0.003968716422995083,0.0008708185341674834,0.5
validation,all-caps,resid_post_layer12_positive_control,positive_control,1,1,64,0.8997547244653106,0.4031016182852909,1.0,1.0,1.0,0.4966531061800197,1.0
validation,all-caps,resid_post_layer12_positive_control,positive_control,1,0,64,0.08548116264864802,0.07069830314139836,0.02976495933137563,0.018587621690304437,0.04209181366648735,0.014782859507249668,0.734375
discovery,biology-focused,selected_k1,selected_prefix,1,1,64,0.5637499587610364,0.18334930762648582,0.4858336843878572,0.46397999049195787,0.5079108359806935,0.38040065113455057,1.0
discovery,biology-focused,selected_k1,selected_prefix,1,0,64,0.20519807701930404,0.1513234154554084,0.06880673112591049,0.052419133386116167,0.08593842701603155,0.05387466156389564,0.8125
discovery,biology-focused,selected_k2,selected_prefix,2,1,64,0.7273592716082931,0.18334930762648582,0.6947894656770778,0.6786371870487592,0.7113188503873149,0.5440099639818072,1.0
discovery,biology-focused,selected_k2,selected_prefix,2,0,64,0.2316908516222611,0.1513234154554084,0.10264232593002948,0.08456419945909784,0.12165572661961951,0.08036743616685271,0.9375
discovery,biology-focused,selected_k4,selected_prefix,4,1,64,0.786245308816433,0.18334930762648582,0.7699965409817725,0.7564735416696458,0.7836771943621357,0.6028960011899471,1.0
