split,concept,group_id,group_role,set_size,label,n_examples,normal_mean,patched_mean,fraction,ci_low,ci_high,raw_score_suppression,positive_example_fraction
validation,all-caps,random_single_rank1,random_individual_control,1,0,64,0.08548116264864802,0.08783317959751002,-0.004735733894734721,-0.0061927202668602245,-0.0033212387789824096,-0.0023520169488620013,0.140625
validation,all-caps,random_single_rank2,random_individual_control,1,1,64,0.8997547244653106,0.9007166568189859,-0.0019368294322651392,-0.002818004862657447,-0.0012085490506151015,-0.0009619323536753654,0.09375
validation,all-caps,random_single_rank2,random_individual_control,1,0,64,0.08548116264864802,0.08578912800294347,-0.0006200814018141278,-0.0010026740891192567,-8.46204926494327e-05,-0.00030796535429544747,0.109375
validation,all-caps,random_single_rank3,random_individual_control,1,1,64,0.8997547244653106,0.9011260811239481,-0.002761196178123678,-0.003843576780800956,-0.0018133090057256135,-0.0013713566586375237,0.0625
validation,all-caps,random_single_rank3,random_individual_control,1,0,64,0.08548116264864802,0.08437284638057463,0.0022315701931232227,0.0014477061586610212,0.0031430112940857664,0.001108316268073395,0.8125
validation,all-caps,random_single_rank4,random_individual_control,1,1,64,0.8997547244653106,0.8974762503057718,0.004587657121614533,0.003178157805791839,0.00633214506673518,0.002278474159538746,0.96875
validation,all-caps,random_single_rank4,random_individual_control,1,0,64,0.08548116264864802,0.08464032513438724,0.0016930076622857346,0.0012407143880457236,0.0022419679768202823,0.0008408375142607838,0.90625
validation,all-caps,selected_k16,complete_selected_set,16,1,64,0.8997547244653106,0.6985746391583234,0.40507163411168984,0.37465888199739406,0.43678461670392776,0.20118008530698717,1.0
validation,all-caps,selected_k16,complete_selected_set,16,0,64,0.08548116264864802,0.08021767411264591,0.010597917279700412,0.0005954492612201056,0.02148207748661405,0.005263488536002114,0.546875
validation,all-caps,random_k16,matched_random_set,16,1,64,0.8997547244653106,0.9029991650022566,-0.006532608971079424,-0.01043131249397869,-0.00245306278232247,-0.0032444405369460583,0.171875
validation,all-caps,random_k16,matched_random_set,16,0,64,0.08548116264864802,0.08554415038088337,-0.00012682440007233414,-0.002986707333888456,0.0033799342605455606,-6.298773223534226e-05,0.3125
validation,all-caps,resid_post_layer08_context,surrounding_residual_context,1,1,64,0.8997547244653106,0.5982150895288214,0.607143358582341,0.5769327264448049,0.6379805919452303,0.30153963493648916,1.0
validation,all-caps,resid_post_layer08_context,surrounding_residual_context,1,0,64,0.08548116264864802,0.07277220950345509,0.025589194927105475,0.020107155031321506,0.031378329856741945,0.012708953145192936,0.90625
validation,all-caps,selected_k16_plus_resid_post_layer08,selected_set_plus_surrounding_residual,17,1,64,0.8997547244653106,0.43319151643663645,0.9394146582857794,0.9285217799330419,0.9482288749842289,0.4665632080286741,1.0
validation,all-caps,selected_k16_plus_resid_post_layer08,selected_set_plus_surrounding_residual,17,0,64,0.08548116264864802,0.07334348745644093,0.024438939455273652,0.013678854993725707,0.03638208863791078,0.012137675192207098,0.671875
validation,all-caps,resid_post_layer12_positive_control,positive_control,1,1,64,0.8997547244653106,0.4031016182852909,1.0,1.0,1.0,0.4966531061800197,1.0
validation,all-caps,resid_post_layer12_positive_control,positive_control,1,0,64,0.08548116264864802,0.07069830314139836,0.02976495933137563,0.018587621690304437,0.04209181366648735,0.014782859507249668,0.734375
discovery,biology-focused,selected_single_rank1,selected_strong_individual,1,1,64,0.9663346447050571,0.8883673930540681,0.09957689877296536,0.08962100530125895,0.11076567854183607,0.07796725165098906,1.0
discovery,biology-focused,selected_single_rank1,selected_strong_individual,1,0,64,0.13087781153444666,0.10525865847012028,0.03271983758969875,0.02084734220985299,0.04581077255831434,0.025619153064326383,0.625
discovery,biology-focused,selected_single_rank2,selected_strong_individual,1,1,64,0.9663346447050571,0.8690563598647714,0.12424023826965237,0.11130419908775316,0.13804722643287998,0.09727828484028578,1.0
discovery,biology-focused,selected_single_rank2,selected_strong_individual,1,0,64,0.13087781153444666,0.0904123545915354,0.051680989447252725,0.040035834317919385,0.06460836424444742,0.04046545694291126,1.0
discovery,biology-focused,selected_single_rank3,selected_strong_individual,1,1,64,0.9663346447050571,0.9596516666933894,0.00853525308226443,0.007408420675780868,0.009795851655957397,0.006682978011667728,1.0
discovery,biology-focused,selected_single_rank3,selected_strong_individual,1,0,64,0.13087781153444666,0.13896459672832862,-0.010328143850119705,-0.013540224599338058,-0.007432326667637317,-0.008086785193881951,0.09375
discovery,biology-focused,selected_single_rank4,selected_strong_individual,1,1,64,0.9663346447050571,0.9096184289082885,0.07243585941006873,0.06371333958304157,0.08241623459399576,0.056716215796768665,1.0
discovery,biology-focused,selected_single_rank4,selected_strong_individual,1,0,64,0.13087781153444666,0.11569756179233082,0.019387655200230825,0.011711521748843436,0.02768600507796889,0.015180249742115848,0.609375
discovery,biology-focused,random_single_rank1,random_individual_control,1,1,64,0.9663346447050571,0.9696661196649075,-0.004254836970869102,-0.005156588133390888,-0.0035063267872574655,-0.0033314749598503113,0.0
discovery,biology-focused,random_single_rank1,random_individual_control,1,0,64,0.13087781153444666,0.1347724889346864,-0.004974138359693086,-0.006183715642965491,-0.00383483159385891,-0.0038946774002397433,0.046875
discovery,biology-focused,random_single_rank2,random_individual_control,1,1,64,0.9663346447050571,0.9660184271633625,0.00040386138375782786,0.0002345833125069669,0.0006029373449122361,0.0003162175416946411,0.765625
discovery,biology-focused,random_single_rank2,random_individual_control,1,0,64,0.13087781153444666,0.13163211911160033,-0.0009633738225138362,-0.001308042422486575,-0.0006351979470308192,-0.0007543075771536678,0.1875
discovery,biology-focused,random_single_rank3,random_individual_control,1,1,64,0.9663346447050571,0.9677693275734782,-0.0018323240557404073,-0.0022749235173922656,-0.0014841072226093798,-0.0014346828684210777,0.03125
discovery,biology-focused,random_single_rank3,random_individual_control,1,0,64,0.13087781153444666,0.13058003863261547,0.0003803045698687378,-0.00048452110600995664,0.0012281392650703702,0.00029777290183119476,0.578125
discovery,biology-focused,random_single_rank4,random_individual_control,1,1,64,0.9663346447050571,0.966322005726397,1.6142037483440585e-05,-5.5702161043318434e-05,8.386551129406778e-05,1.2638978660106659e-05,0.53125
discovery,biology-focused,random_single_rank4,random_individual_control,1,0,64,0.13087781153444666,0.13089173421030864,-1.778152821344587e-05,-0.0003732859613756902,0.0003232461275491938,-1.392267586197704e-05,0.59375
discovery,biology-focused,selected_k16,complete_selected_set,16,1,64,0.9663346447050571,0.2894394928589463,0.8645055274875287,0.8595502601569187,0.8695414665831933,0.6768951518461108,1.0
discovery,biology-focused,selected_k16,complete_selected_set,16,0,64,0.13087781153444666,0.17034898279234767,-0.050411124434556476,-0.07481662112205517,-0.024596456466171993,-0.039471171257901005,0.21875
discovery,biology-focused,random_k16,matched_random_set,16,1,64,0.9663346447050571,0.9492945289239287,0.02176300752285794,0.017928610470170032,0.026037855252399576,0.017040115781128407,1.0
discovery,biology-focused,random_k16,matched_random_set,16,0,64,0.13087781153444666,0.12719905481208116,0.0046983724319684785,-0.0005761342542305849,0.010455258223824735,0.003678756722365506,0.375
discovery,biology-focused,resid_post_layer08_context,surrounding_residual_context,1,1,64,0.9663346447050571,0.9321972457692027,0.04359902710723279,0.03954674558129961,0.047912197936666755,0.034137398935854435,1.0
discovery,biology-focused,resid_post_layer08_context,surrounding_residual_context,1,0,64,0.13087781153444666,0.14170595063478686,-0.013829299972259389,-0.018076895024341736,-0.009579793593505234,-0.010828139100340195,0.1875
discovery,biology-focused,selected_k16_plus_resid_post_layer08,selected_set_plus_surrounding_residual,17,1,64,0.9663346447050571,0.22877650009468198,0.9419820649034228,0.9394502976501107,0.9446261412316932,0.7375581446103752,1.0
discovery,biology-focused,selected_k16_plus_resid_post_layer08,selected_set_plus_surrounding_residual,17,0,64,0.13087781153444666,0.17524466436589137,-0.056663708412450844,-0.08338415268040061,-0.02867096772608928,-0.0443668528314447,0.21875
discovery,biology-focused,resid_post_layer12_positive_control,positive_control,1,1,64,0.9663346447050571,0.18334930762648582,1.0,1.0,1.0,0.7829853370785713,1.0
discovery,biology-focused,resid_post_layer12_positive_control,positive_control,1,0,64,0.13087781153444666,0.1513234154554084,-0.026112371397971717,-0.055004843443684094,0.004149738424674983,-0.02044560392096173,0.390625
validation,chemistry-based,selected_single_rank1,selected_strong_individual,1,1,64,0.9219770580530167,0.878460168838501,0.06506023501855868,0.06032879366638022,0.06991589880622388,0.043516889214515686,1.0
validation,chemistry-based,selected_single_rank1,selected_strong_individual,1,0,64,0.222396832134109,0.20034231309546158,0.032972765695693504,0.020075102993043912,0.045967383930051446,0.022054519038647413,0.75
validation,chemistry-based,selected_single_rank2,selected_strong_individual,1,1,64,0.9219770580530167,0.8752725180238485,0.06982595506201275,0.06247333355889081,0.07799344426165032,0.04670454002916813,1.0
validation,chemistry-based,selected_single_rank2,selected_strong_individual,1,0,64,0.222396832134109,0.17205217672744766,0.07526813547125442,0.058369640629411246,0.09304748620513414,0.05034465540666133,0.84375
validation,chemistry-based,selected_single_rank3,selected_strong_individual,1,1,64,0.9219770580530167,0.9070703955367208,0.022286311916088205,0.019869665904468245,0.025026084109834666,0.01490666251629591,1.0
validation,chemistry-based,selected_single_rank3,selected_strong_individual,1,0,64,0.222396832134109,0.21025090460898355,0.018158855413760916,0.012547740632548057,0.02421227197755157,0.012145927525125444,0.796875
validation,chemistry-based,selected_single_rank4,selected_strong_individual,1,1,64,0.9219770580530167,0.8771858317777514,0.06696544171328649,0.06145212331534135,0.07259097523342894,0.04479122627526522,1.0
validation,chemistry-based,selected_single_rank4,selected_strong_individual,1,0,64,0.222396832134109,0.199011325603351,0.03496266802112424,0.02701352820881408,0.043148532026076714,0.023385506530757993,0.78125
validation,chemistry-based,random_single_rank1,random_individual_control,1,1,64,0.9219770580530167,0.9259612932801247,-0.005956659240210629,-0.007011706359370056,-0.005057890659696346,-0.003984235227108002,0.0
validation,chemistry-based,random_single_rank1,random_individual_control,1,0,64,0.222396832134109,0.22601465083425865,-0.005408845603048297,-0.008021505623358809,-0.0030278857025963445,-0.0036178187001496553,0.34375
validation,chemistry-based,random_single_rank2,random_individual_control,1,1,64,0.9219770580530167,0.9208462787792087,0.001690579603367509,0.0012390144523399692,0.002155894644194993,0.0011307792738080025,0.859375
validation,chemistry-based,random_single_rank2,random_individual_control,1,0,64,0.222396832134109,0.2225429125246592,-0.0002183985278439525,-0.0009422588013822988,0.0004903716226409477,-0.00014608039055019617,0.453125
validation,chemistry-based,random_single_rank3,random_individual_control,1,1,64,0.9219770580530167,0.9229955095797777,-0.001522643205479447,-0.0021515596171177583,-0.000845338765026073,-0.001018451526761055,0.203125
validation,chemistry-based,random_single_rank3,random_individual_control,1,0,64,0.222396832134109,0.22334691940341145,-0.0014204347356782101,-0.0027752173273720565,-0.00013791712580203466,-0.0009500872693024576,0.421875
validation,chemistry-based,random_single_rank4,random_individual_control,1,1,64,0.9219770580530167,0.9203680865466595,0.0024055043049089502,0.0021116054057127138,0.0027185772682512183,0.001608971506357193,1.0
validation,chemistry-based,random_single_rank4,random_individual_control,1,0,64,0.222396832134109,0.22092014987720177,0.0022077243207465538,0.001500979461155641,0.002966832377533851,0.0014766822569072247,0.84375
validation,chemistry-based,selected_k16,complete_selected_set,16,1,64,0.9219770580530167,0.3658005567267537,0.8315156377495926,0.8233070860839565,0.8399244561351793,0.556176501326263,1.0
validation,chemistry-based,selected_k16,complete_selected_set,16,0,64,0.222396832134109,0.11347882746485993,0.16283863827219755,0.12576218543185877,0.20325477941258538,0.10891800466924906,0.828125
validation,chemistry-based,random_k16,matched_random_set,16,1,64,0.9219770580530167,0.8847566712647676,0.05564660424112734,0.049244944898699676,0.06273005854787456,0.037220386788249016,1.0
validation,chemistry-based,random_k16,matched_random_set,16,0,64,0.222396832134109,0.20281539391726255,0.029275368607103093,0.019644558875462122,0.03920515698123245,0.019581438216846436,0.78125
validation,chemistry-based,resid_post_layer08_context,surrounding_residual_context,1,1,64,0.9219770580530167,0.8828061753883958,0.05856270698675176,0.05110164448479072,0.06715860024406196,0.039170882664620876,1.0
validation,chemistry-based,resid_post_layer08_context,surrounding_residual_context,1,0,64,0.222396832134109,0.2622674518497661,-0.05960885384635825,-0.07739981148369687,-0.04351558077539477,-0.039870619715657085,0.109375
validation,chemistry-based,selected_k16_plus_resid_post_layer08,selected_set_plus_surrounding_residual,17,1,64,0.9219770580530167,0.3047416862100363,0.9228021367960432,0.9182358269566824,0.9270474315170404,0.6172353718429804,1.0
validation,chemistry-based,selected_k16_plus_resid_post_layer08,selected_set_plus_surrounding_residual,17,0,64,0.222396832134109,0.12985374900745228,0.13835719524625276,0.10023515706995814,0.18059959596613176,0.09254308312665671,0.796875
validation,chemistry-based,resid_post_layer12_positive_control,positive_control,1,1,64,0.9219770580530167,0.2531062923371792,1.0,1.0,1.0,0.6688707657158375,1.0
validation,chemistry-based,resid_post_layer12_positive_control,positive_control,1,0,64,0.222396832134109,0.10944915167056024,0.16886323375588125,0.12955197118281453,0.2122472381972318,0.11294768046354875,0.859375
discovery,comforting,selected_single_rank1,selected_strong_individual,1,1,64,0.9333858378231525,0.6919149577151984,0.2723888469756388,0.23810964850643243,0.3090826814266371,0.24147088010795414,1.0
discovery,comforting,selected_single_rank1,selected_strong_individual,1,0,64,0.09448724342655623,0.028467690104662324,0.07447270660196272,0.050590606949078964,0.10321248236193681,0.06601955332189391,1.0
discovery,comforting,selected_single_rank2,selected_strong_individual,1,1,64,0.9333858378231525,0.9041347661986947,0.03299638312092042,0.026261933212406094,0.04043018959688946,0.029251071624457836,0.984375
discovery,comforting,selected_single_rank2,selected_strong_individual,1,0,64,0.09448724342655623,0.08390331694135966,0.011939093983045676,0.007665662003850509,0.01704846764443497,0.01058392648519657,0.921875
discovery,comforting,selected_single_rank3,selected_strong_individual,1,1,64,0.9333858378231525,0.4381896266131662,0.5586012066460757,0.5219564946043246,0.5961583258859213,0.49519621120998636,1.0
discovery,comforting,selected_single_rank3,selected_strong_individual,1,0,64,0.09448724342655623,0.014671053607571594,0.09003586645752978,0.06025189725537046,0.1260627442946651,0.07981618981898464,1.0
discovery,comforting,selected_single_rank4,selected_strong_individual,1,1,64,0.9333858378231525,0.9185638013295829,0.0167198522178297,0.012731991024452289,0.021203521806264284,0.014822036493569613,0.96875
discovery,comforting,selected_single_rank4,selected_strong_individual,1,0,64,0.09448724342655623,0.09156944396090694,0.0032913949367270575,0.0006693982379892803,0.006451570318295703,0.0029177994656492956,0.453125
discovery,comforting,random_single_rank1,random_individual_control,1,1,64,0.9333858378231525,0.9318453520536423,0.0017377297931398053,0.0007589408305734424,0.002739866141587127,0.0015404857695102692,0.734375
discovery,comforting,random_single_rank1,random_individual_control,1,0,64,0.09448724342655623,0.09462837813407532,-0.00015920561614792214,-0.0009328579728396973,0.0007350789789362128,-0.00014113470751908608,0.375
discovery,comforting,random_single_rank2,random_individual_control,1,1,64,0.9333858378231525,0.9307926697656512,0.0029251976755170364,0.0018354332285435149,0.004172351805136119,0.002593168057501316,0.8125
discovery,comforting,random_single_rank2,random_individual_control,1,0,64,0.09448724342655623,0.09234316586298519,0.0024186055689462654,0.0016734247491925337,0.003349279306398656,0.002144077563571045,0.984375
discovery,comforting,random_single_rank3,random_individual_control,1,1,64,0.9333858378231525,0.9349493253976107,-0.0017636767525632485,-0.0023683894813428625,-0.0012163376585611191,-0.0015634875744581223,0.046875
discovery,comforting,random_single_rank3,random_individual_control,1,0,64,0.09448724342655623,0.094128455630198,0.0004047270383710708,-0.0002619469348865179,0.0009779441873101304,0.00035878779635822866,0.78125
discovery,comforting,random_single_rank4,random_individual_control,1,1,64,0.9333858378231525,0.9332177340984344,0.00018962775026040688,1.589539657496407e-05,0.00038256349794873004,0.00016810372471809387,0.515625
discovery,comforting,random_single_rank4,random_individual_control,1,0,64,0.09448724342655623,0.09392653487157077,0.0006325017605169899,0.0004685722533450698,0.000813777174646731,0.0005607085549854673,0.84375
discovery,comforting,selected_k16,complete_selected_set,16,1,64,0.9333858378231525,0.05445110945294118,0.9914736597662395,0.9892878475188306,0.993506071359552,0.8789347283702114,1.0
discovery,comforting,selected_k16,complete_selected_set,16,0,64,0.09448724342655623,0.0015518175643638443,0.10483489140585062,0.0689095786218046,0.14886128853098907,0.09293542586219239,1.0
discovery,comforting,random_k16,matched_random_set,16,1,64,0.9333858378231525,0.9204857996664941,0.014551760932262335,0.010865572380912392,0.018614763826510883,0.012900038156658411,0.96875
discovery,comforting,random_k16,matched_random_set,16,0,64,0.09448724342655623,0.0843682946779154,0.011414580428975982,0.008290702663608514,0.014998715586034965,0.010118948748640832,1.0
discovery,comforting,resid_post_layer08_context,surrounding_residual_context,1,1,64,0.9333858378231525,0.943018201738596,-0.010865693202444892,-0.018765259673354812,-0.004502819898564272,-0.00963236391544342,0.46875
discovery,comforting,resid_post_layer08_context,surrounding_residual_context,1,0,64,0.09448724342655623,0.15028160871588625,-0.06293828399558471,-0.07357367192933194,-0.05315430242042338,-0.05579436528933002,0.0
discovery,comforting,selected_k16_plus_resid_post_layer08,selected_set_plus_surrounding_residual,17,1,64,0.9333858378231525,0.04803602793106165,0.9987101292660744,0.9982315103316719,0.999135428076883,0.8853498098920909,1.0
discovery,comforting,selected_k16_plus_resid_post_layer08,selected_set_plus_surrounding_residual,17,0,64,0.09448724342655623,0.0015375153395140728,0.10485102488966562,0.06891456361283714,0.14890158168082135,0.09294972808704216,1.0
discovery,comforting,resid_post_layer12_positive_control,positive_control,1,1,64,0.9333858378231525,0.046892566204178365,1.0,1.0,1.0,0.8864932716189742,1.0
discovery,comforting,resid_post_layer12_positive_control,positive_control,1,0,64,0.09448724342655623,0.001518799897063161,0.10487213666011,0.0689249976170239,0.1489339851118483,0.09296844352949307,1.0
validation,confused,selected_single_rank1,selected_strong_individual,1,1,64,0.9152023540809751,0.9017196362838149,0.01998398644369502,0.016613618108513667,0.023259248743098378,0.013482717797160149,0.921875
validation,confused,selected_single_rank1,selected_strong_individual,1,0,64,0.39349339532782324,0.41297304473118857,-0.028872594936814478,-0.040042148413733415,-0.018751008559052505,-0.01947964940336533,0.21875
validation,confused,selected_single_rank2,selected_strong_individual,1,1,64,0.9152023540809751,0.8567227246239781,0.08667808225928213,0.07970691938429343,0.09386384151298663,0.05847962945699692,1.0
validation,confused,selected_single_rank2,selected_strong_individual,1,0,64,0.39349339532782324,0.32039207630441524,0.10835024439120938,0.09365461087726866,0.1235784633028625,0.073101319023408,1.0
validation,confused,selected_single_rank3,selected_strong_individual,1,1,64,0.9152023540809751,0.8942620446905494,0.03103757456624869,0.028157858894588057,0.03404735499348135,0.020940309390425682,1.0
validation,confused,selected_single_rank3,selected_strong_individual,1,0,64,0.39349339532782324,0.3698995393351652,0.0349706420771547,0.028426394847609556,0.04225558393972326,0.023593855992658064,0.984375
validation,confused,selected_single_rank4,selected_strong_individual,1,1,64,0.9152023540809751,0.8616175903007388,0.07942294788654483,0.07278603793137656,0.08634275023515929,0.053584763780236244,1.0
validation,confused,selected_single_rank4,selected_strong_individual,1,0,64,0.39349339532782324,0.3377069753478281,0.08268622672331806,0.07117336014418213,0.09498349873623049,0.05578641997999512,1.0
validation,confused,random_single_rank1,random_individual_control,1,1,64,0.9152023540809751,0.9193787146359682,-0.0061901712971063555,-0.007575833502149763,-0.004972363246322855,-0.004176360554993153,0.03125
validation,confused,random_single_rank1,random_individual_control,1,0,64,0.39349339532782324,0.3961878383124713,-0.003993683832042916,-0.006093374764295799,-0.0018951632973194536,-0.002694442984648049,0.34375
validation,confused,random_single_rank2,random_individual_control,1,1,64,0.9152023540809751,0.9142627986148,0.0013926022914383868,0.0010378977307915927,0.0017413772825748525,0.0009395554661750793,0.859375
validation,confused,random_single_rank2,random_individual_control,1,0,64,0.39349339532782324,0.39234050700906664,0.0017088026968849626,0.0011109540934942294,0.002364758366106992,0.0011528883187565953,0.8125
validation,confused,random_single_rank3,random_individual_control,1,1,64,0.9152023540809751,0.9197806306183338,-0.006785888248535127,-0.00778412585546242,-0.005900203118859928,-0.004578276537358761,0.0
validation,confused,random_single_rank3,random_individual_control,1,0,64,0.39349339532782324,0.40111355541739613,-0.01129454596764499,-0.013384704894111555,-0.009181082650333194,-0.007620160089572892,0.015625
validation,confused,random_single_rank4,random_individual_control,1,1,64,0.9152023540809751,0.9148182403296232,0.0005693306138521042,0.00039935650387961475,0.0007391448764145034,0.00038411375135183334,0.84375
validation,confused,random_single_rank4,random_individual_control,1,0,64,0.39349339532782324,0.39354973362060264,-8.350420858038051e-05,-0.0007116119424538088,0.0004865404553801145,-5.6338292779400945e-05,0.53125
validation,confused,selected_k16,complete_selected_set,16,1,64,0.9152023540809751,0.44729417096823454,0.6935301123181927,0.6810355165537206,0.7060260598287524,0.4679081831127405,1.0
validation,confused,selected_k16,complete_selected_set,16,0,64,0.39349339532782324,0.14185156874009408,0.3729816886217885,0.31888415074342935,0.42958685534849356,0.25164182658772916,1.0
validation,confused,random_k16,matched_random_set,16,1,64,0.9152023540809751,0.9207703527063131,-0.008252847142636592,-0.010846924559697773,-0.00616266134043187,-0.0055679986253380775,0.046875
validation,confused,random_k16,matched_random_set,16,0,64,0.39349339532782324,0.4007220407947898,-0.010714245836144694,-0.0146355217333146,-0.006891942902310139,-0.0072286454669665545,0.28125
